track_id,name,new_artist,row_index
7sQKy5vlPQllr0k9IjYJv3,Sigues Con El,Arcangel,1
3xnzkgl56WCFFzLxQ8c07L,KALEB DI MASI | DJ TAO Turreo Sessions #5,Kaleb Di Masi,2
1KeNgwBOh7iey07BzO6LQ1,POUR L'ARGENT,Damso,3
5bYyQzaUSXpGGrJuGZfafd,А+Г=ВНЛ,Galena,4
78Q2gghkt8iLJ7J0Uc4QYb,Din Din Din (Participação especial de MC Pupio e MC Doguinha),LUDMILLA,5
4UANYptjv2kpV6IY7IjXoJ,Bem Pior Que Eu - Ao Vivo,Marília Mendonça,6
1wgD52FywIwdnLdV2Fa8NK,De Copo Em Copo - Ao Vivo,George Henrique & Rodrigo,7
2wrSQcRHBksoXNMn4lZNfv,ハゼ馳せる果てるまで,ZUTOMAYO,8
4Jv7U0JJpbQnOrjtDwDZTZ,裸の心,Aimyon,9
3PK5ERLCyMuQ5Cb89GbZVL,魔法の絨毯,Takaya Kawasaki,10
7BwxbmYFy0l3ROHDjV2c14,Culpable O No - Miénteme Como Siempre,Luis Miguel,11
1Efq7J3I1fJ4A6RMQQ5S95,ยังไปไม่ไหว,Earth Patravee,12
5DDbBY763OCil7Joc4YS1m,Gorchivi istini,Preslava,13
1oc3jna2ablnfIKLYbKujl,If You're Over Me,Years & Years,14
4I5bvu2KDsrCg0EWHIcvul,Don't Play,Anne-Marie,15
78k1jJXP82IQPdVu2cD0LM,她整晚在寫信,Janice Vidal,16
0JcI7OdALbpSFkyKoufRYs,ロマンチシズム,Mrs. GREEN APPLE,17
5lkk7V7MbxxVbJ93qUO81D,Nijiiro no Sensou,SEKAI NO OWARI,18
6EuubEs5qOmJdpNhkU47OZ,スパークル,Lilas Ikuta,19
2Sk1QwXo0FMb8kwWahCSMW,BlimE - Mer Enn God Nok,Stina Talling,20
3VQb0rq27GPX92X53Ni1Lc,'Di Na Muli,Janine Teñoso,21
0EYgFMIXhjcFgX6xe2NY9v,หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,22
6C331FOFAfB30jVFI5wwNY,แสงสวรรค์,Bodyslam,23
3hVbL6BkM5rbRzozafghgh,good boy,KJ,24
4sCt5tJL9SMAODyiEiVBDd,Toprak Yağmura (Akustik),Canozan,25
3WRIaWsws011vHMd9uzPjG,First Off (feat. Travis Scott),Future,26
28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,Bad Bunny,27
10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),Lil Dicky,28
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Drake,29
75uubllQ8LCxn54ZYfHOkC,Summer Life (with Jake Reese & OT),Regi,30
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,31
5toNqUDZ7cQupMdUK6pM8a,Sled 1000 zheni,Desi Slava,32
5r9CZJMoMmxio2AnJdxuDS,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Grupo Menos É Mais,33
2VFTgZwiAdrADSLrUNHWt9,Bandida (feat. Mc Mayara),Pabllo Vittar,34
2BQIL0U5QdqK17n5o8KZB1,i don't smoke & i don't drink,Tyson Yoshi,35
47ZS1OjnJpJVfGN9yHXfMn,Toda Remix - Remix,Alex Rose,36
3tw4Jysd48kMcKsdnGYLee,死神,Kenshi Yonezu,37
5XkyZyKMdFungjDb9cUKc3,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,38
2RDD7HPe72Le3jkqR7Kt8f,ช้ำคือเรา - Version สมอารมณ์,สมอารมณ์,39
3bxGTdVHjBjlSOjRDH9a4f,เมษา (MAYSA) feat. BLACKSHEEP,fellow fellow,40
4YxaxRxi8lFZdAWS9nCmAn,มีปัญหาปรึกษาดาว,SERIOUS BACON,41
42grBspOHbj3eWZTXV8TK2,NAPIYON LAN,Murda,42
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),Bad Bunny,43
4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,44
6uvMKqNlrSvcC4NaKnrwjZ,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,45
3hycwch1V1aCbKGlcfKg0I,"Deu Meia Noite, Eu Sumi, Geral Soltando Fogos",Mc Delux,46
5DHjpB2vk29BySgvGKq6IW,愛回家,Leo Ku,47
7CmWXD3w1xOO53AAO4LRVQ,愛をこめて花束を,Superfly,48
4FdpXwtpJfRltvFuTcpNL6,モス,sakanaction,49
6onmVm6olVzkZlhhB7vJTS,Ku Pohon Restu Ayah & Ibu,Mamat,50
