country,year,name,artists,rank,genre
gb,2021,All I Want for Christmas Is You,['Mariah Carey'],7,Christmas
gb,2021,Merry Christmas Everyone,['Shakin' Stevens'],8,Christmas
gb,2021,Merry Christmas,"['Ed Sheeran', 'Elton John']",9,Christmas
gb,2021,Rockin' Around The Christmas Tree,['Brenda Lee'],10,Christmas
gb,2022,Anti-Hero,['Taylor Swift'],1,Synthpop
gb,2022,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']",2,Trap
gb,2022,As It Was,['Harry Styles'],3,Indie Pop
gb,2022,Lavender Haze,['Taylor Swift'],4,Alternative Pop
gb,2022,Running Up That Hill (A Deal With God),['Kate Bush'],5,Synthpop
gb,2022,Snow On The Beach (feat. Lana Del Rey),"['Taylor Swift', 'Lana Del Rey']",6,Alternative Pop
gb,2022,"You're On Your Own, Kid",['Taylor Swift'],7,Alternative Pop
gb,2022,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",8,House
gb,2022,Maroon,['Taylor Swift'],9,Alternative Pop
gb,2022,Midnight Rain,['Taylor Swift'],10,Alternative Pop
global,2018,"thank u, next",['Ariana Grande'],1,Contemporary R&B
global,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",2,Hybrid Trap
global,2018,In My Feelings,['Drake'],3,Pop Rap
global,2018,MIA (feat. Drake),"['Bad Bunny', 'Drake']",4,Reggaeton
global,2018,God's Plan,['Drake'],5,Pop Rap
global,2018,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",6,Synthpop
global,2018,Happier,"['Marshmello', 'Bastille']",7,Electropop
global,2018,Without Me,['Halsey'],8,Contemporary R&B
global,2018,ZEZE (feat. Travis Scott & Offset),"['Kodak Black', 'Offset', 'Travis Scott']",9,Hip Hop
global,2018,All I Want for Christmas Is You,['Mariah Carey'],10,Christmas
global,2019,Señorita,"['Shawn Mendes', 'Camila Cabello']",1,Contemporary R&B
global,2019,Dance Monkey,['Tones And I'],2,Dance-Pop
global,2019,Circles,['Post Malone'],3,Indie Pop
global,2019,ME! (feat. Brendon Urie of Panic! At The Disco),"['Taylor Swift', 'Brendon Urie']",4,Pop
global,2019,bad guy,['Billie Eilish'],5,Alternative Pop
global,2019,ROXANNE,['Arizona Zervas'],6,Pop Rap
global,2019,Memories,['Maroon 5'],7,Contemporary R&B
global,2019,HIGHEST IN THE ROOM,['Travis Scott'],8,Pop Rap
global,2019,Don't Start Now,['Dua Lipa'],9,Dance-Pop
global,2019,I Don't Care (with Justin Bieber),"['Ed Sheeran', 'Justin Bieber']",10,Afrobeats
global,2020,DÁKITI,"['Bad Bunny', 'Jhayco']",1,Dancehall
global,2020,Blinding Lights,['The Weeknd'],2,Synthpop
global,2020,positions,['Ariana Grande'],3,Contemporary R&B
global,2020,Mood (feat. iann dior),"['24kGoldn', 'iann dior']",4,Pop Rap
global,2020,WAP (feat. Megan Thee Stallion),"['Cardi B', 'Megan Thee Stallion']",5,Trap
global,2020,Dynamite,['BTS'],6,Dance-Pop
global,2020,ROCKSTAR (feat. Roddy Ricch),"['DaBaby', 'Roddy Ricch']",7,Trap
global,2020,Therefore I Am,['Billie Eilish'],8,Electropop
global,2020,Dance Monkey,['Tones And I'],9,Dance-Pop
global,2020,LA NOCHE DE ANOCHE,"['Bad Bunny', 'ROSALÍA']",10,Reggaeton
global,2021,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",1,Synthpop
global,2021,Easy On Me,['Adele'],2,Adult Contemporary
global,2021,INDUSTRY BABY (feat. Jack Harlow),"['Lil Nas X', 'Jack Harlow']",3,Trap
global,2021,good 4 u,['Olivia Rodrigo'],4,Pop Rock
global,2021,Bad Habits,['Ed Sheeran'],5,Dance-Pop
global,2021,MONTERO (Call Me By Your Name),['Lil Nas X'],6,Pop Rap
global,2021,Beggin',['Måneskin'],7,Funk Rock
global,2021,abcdefu,['GAYLE'],8,Alternative Pop
global,2021,Shivers,['Ed Sheeran'],9,Dance-Pop
global,2021,All I Want for Christmas Is You,['Mariah Carey'],10,Christmas
global,2022,Anti-Hero,['Taylor Swift'],1,Synthpop
global,2022,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']",2,Trap
global,2022,As It Was,['Harry Styles'],3,Indie Pop
global,2022,Lavender Haze,['Taylor Swift'],4,Alternative Pop
global,2022,Kill Bill,['SZA'],5,Alternative Pop
global,2022,"Quevedo: Bzrp Music Sessions, Vol. 52","['Bizarrap', 'Quevedo']",6,Trap
global,2022,Midnight Rain,['Taylor Swift'],7,Alternative Pop
global,2022,Snow On The Beach (feat. Lana Del Rey),"['Taylor Swift', 'Lana Del Rey']",8,Alternative Pop
global,2022,Maroon,['Taylor Swift'],9,Alternative Pop
global,2022,"You're On Your Own, Kid",['Taylor Swift'],10,Alternative Pop
hk,2018,"thank u, next",['Ariana Grande'],1,Contemporary R&B
hk,2018,Shallow,"['Lady Gaga', 'Bradley Cooper']",2,Contemporary Country
hk,2018,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",3,Synthpop
hk,2018,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,['A-Lin'],4,Mandopop
hk,2018,Without Me,['Halsey'],5,Contemporary R&B
hk,2018,Always Remember Us This Way,['Lady Gaga'],6,Adult Contemporary
hk,2018,SOLO,['JENNIE'],7,K-Pop
hk,2018,Girls Like You (feat. Cardi B) - Cardi B Version,"['Maroon 5', 'Cardi B']",8,Contemporary R&B
hk,2018,All I Want for Christmas Is You,['Mariah Carey'],9,Christmas
hk,2018,龍舌蘭,"['Eason Chan', 'eason and the duo band']",10,Cantopop
hk,2019,Señorita,"['Shawn Mendes', 'Camila Cabello']",1,Contemporary R&B
hk,2019,ME! (feat. Brendon Urie of Panic! At The Disco),"['Taylor Swift', 'Brendon Urie']",2,Pop
hk,2019,Memories,['Maroon 5'],3,Contemporary R&B
hk,2019,說好不哭,"['Jay Chou', 'Ashin Chen']",4,Mandopop
hk,2019,everything i wanted,['Billie Eilish'],5,Ambient Pop
hk,2019,Circles,['Post Malone'],6,Indie Pop
hk,2019,Beautiful People (feat. Khalid),"['Ed Sheeran', 'Khalid']",7,Contemporary R&B
hk,2019,Don't Start Now,['Dua Lipa'],8,Dance-Pop
hk,2019,ROXANNE,['Arizona Zervas'],9,Pop Rap
hk,2019,bad guy,['Billie Eilish'],10,Alternative Pop
hk,2020,是但求其愛,['Eason Chan'],1,Cantopop
hk,2020,Lovesick Girls,['BLACKPINK'],2,Electropop
hk,2020,Dynamite,['BTS'],3,Dance-Pop
hk,2020,How You Like That,['BLACKPINK'],4,Trap
hk,2020,positions,['Ariana Grande'],5,Contemporary R&B
hk,2020,Life Goes On,['BTS'],6,Contemporary R&B
hk,2020,銀河修理員,['Dear Jane'],7,Pop Rock
hk,2020,時光倒流一句話,['Terence Lam'],8,Cantopop
hk,2020,一人之境 in C major,['Terence Lam'],9,Cantopop
hk,2020,炎,['LiSA'],10,Pop Rock
hk,2021,記憶棉,['MC 張天賦'],1,Cantopop
hk,2021,時候不早,['MC 張天賦'],2,Cantopop
hk,2021,在空中的這一秒,['Terence Lam'],3,Cantopop
hk,2021,一表人才,"['Edan 呂爵安', 'Feng Ze']",4,Cantopop
hk,2021,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",5,Synthpop
hk,2021,係咁先啦 (feat. Kayan9896),['MC $oho & KidNey'],6,Cantopop
hk,2021,小諧星,['Edan 呂爵安'],7,Cantopop
hk,2021,反對無效,['MC 張天賦'],8,Contemporary R&B
hk,2021,"Dear My Friend,",['Keung To'],9,Adult Contemporary
hk,2021,E先生 連環不幸事件,['Edan 呂爵安'],10,Cantopop
hk,2022,風雨不改 (電影《阿媽有咗第二個》主題曲),['Keung To'],1,Cantopop
hk,2022,到底發生過什麼事,['Dear Jane'],2,Cantopop
hk,2022,老派約會之必要,['MC 張天賦'],3,Cantopop
hk,2022,作品的說話,['Keung To'],4,Cantopop
hk,2022,"Dear My Friend,",['Keung To'],5,Adult Contemporary
hk,2022,鏡中鏡,['Keung To'],6,Trap
hk,2022,King Kong,['Anson Lo 盧瀚霆'],7,Cantopop
hk,2022,地球上的最後一朵花,['陳卓賢 Ian'],8,Cantopop
hk,2022,記憶棉,['MC 張天賦'],9,Cantopop
hk,2022,Pink Venom,['BLACKPINK'],10,Pop Rap
hn,2018,MIA (feat. Drake),"['Bad Bunny', 'Drake']",1,Reggaeton
hn,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",2,Hybrid Trap
hn,2018,Te Boté - Remix,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']",3,Pop Rap
hn,2018,Bubalu,"['Becky G', 'Prince Royce', 'DJ Luian', 'Mambo Kingz', 'Anuel AA']",4,Trap
hn,2018,BEBE,"['6ix9ine', 'Anuel AA']",5,Reggaeton
hn,2018,Vaina Loca,"['Ozuna', 'Manuel Turizo']",6,Reggaeton
hn,2018,Ella Quiere Beber - Remix,"['Anuel AA', 'Romeo Santos']",7,Reggaeton
hn,2018,Adan y Eva,['Paulo Londra'],8,Reggaeton
hn,2018,Calma - Remix,"['Pedro Capó', 'Farruko']",9,Latin Pop
hn,2018,Culpables,"['KAROL G', 'Anuel AA']",10,Reggaeton
hn,2019,Vete,['Bad Bunny'],1,Reggaeton
hn,2019,Tusa,"['KAROL G', 'Nicki Minaj']",2,Reggaeton
hn,2019,LA CANCIÓN,"['J Balvin', 'Bad Bunny']",3,Reggaeton
hn,2019,Callaita,"['Bad Bunny', 'Tainy']",4,Reggaeton
hn,2019,China,"['Anuel AA', 'Daddy Yankee', 'KAROL G', 'J Balvin', 'Ozuna']",5,Reggaeton
hn,2019,Soltera (Remix),"['Lunay', 'Daddy Yankee', 'Bad Bunny']",6,Reggaeton
hn,2019,RITMO (Bad Boys For Life),"['Black Eyed Peas', 'J Balvin']",7,Reggaeton
hn,2019,Otro Trago,"['Sech', 'Darell']",8,Reggaeton
hn,2019,No Me Conoce - Remix,"['Jhayco', 'J Balvin', 'Bad Bunny']",9,Reggaeton
hn,2019,Que Tire Pa Lante,['Daddy Yankee'],10,Reggaeton
hn,2020,DÁKITI,"['Bad Bunny', 'Jhayco']",1,Dancehall
hn,2020,LA NOCHE DE ANOCHE,"['Bad Bunny', 'ROSALÍA']",2,Reggaeton
hn,2020,TE MUDASTE,['Bad Bunny'],3,Reggaeton
hn,2020,Hawái,['Maluma'],4,Reggaeton
hn,2020,BICHOTA,['KAROL G'],5,Reggaeton
hn,2020,HACIENDO QUE ME AMAS,['Bad Bunny'],6,Emo Rap
hn,2020,BOOKER T,['Bad Bunny'],7,Trap
hn,2020,La Jeepeta - Remix,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']",8,Reggaeton
hn,2020,La Curiosidad,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']",9,Reggaeton
hn,2020,YO VISTO ASÍ,['Bad Bunny'],10,Emo Rap
hn,2021,Yonaguni,['Bad Bunny'],1,Pop Rap
hn,2021,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"['Tainy', 'Bad Bunny', 'Julieta Venegas']",2,Reggaeton
hn,2021,Todo De Ti,['Rauw Alejandro'],3,Dance-Pop
hn,2021,DÁKITI,"['Bad Bunny', 'Jhay Cortez']",4,Dancehall
hn,2021,Volví,"['Aventura', 'Bad Bunny']",5,Reggaeton
hn,2021,AM Remix,"['Nio Garcia', 'J Balvin', 'Bad Bunny']",6,Reggaeton
hn,2021,Volando - Remix,"['Mora', 'Bad Bunny', 'Sech']",7,Dancehall
hn,2021,Pepas,['Farruko'],8,EDM
hn,2021,Fiel,"['Los Legendarios', 'Wisin', 'Jhayco']",9,Dembow
hn,2021,Qué Más Pues?,"['J Balvin', 'Maria Becerra']",10,Reggaeton
hn,2022,Me Porto Bonito,"['Bad Bunny', 'Chencho Corleone']",1,Reggaeton
hn,2022,Tití Me Preguntó,['Bad Bunny'],2,Dembow
hn,2022,Ojitos Lindos,"['Bad Bunny', 'Bomba Estéreo']",3,Latin Pop
hn,2022,Efecto,['Bad Bunny'],4,Reggaeton
hn,2022,Moscow Mule,['Bad Bunny'],5,Reggaeton
hn,2022,"Quevedo: Bzrp Music Sessions, Vol. 52","['Bizarrap', 'Quevedo']",6,Trap
hn,2022,Party,"['Bad Bunny', 'Rauw Alejandro']",7,Reggaeton
hn,2022,Neverita,['Bad Bunny'],8,Dance-Pop
hn,2022,Tarot,"['Bad Bunny', 'Jhayco']",9,Reggaeton
hn,2022,La Bachata,['Manuel Turizo'],10,Latin Pop
jp,2018,今夜このまま,['Aimyon'],1,Indie Pop
jp,2018,Stand Out Fit In,['ONE OK ROCK'],2,Electropop
jp,2018,"thank u, next",['Ariana Grande'],3,Contemporary R&B
jp,2018,All I Want for Christmas Is You,['Mariah Carey'],4,Christmas
jp,2018,YES or YES,['TWICE'],5,Dance-Pop
jp,2018,Bohemian Rhapsody - Remastered 2011,['Queen'],6,Progressive Rock
jp,2018,U.S.A.,['DA PUMP'],7,Dance-Pop
jp,2018,Santa Tell Me,['Ariana Grande'],8,Christmas
jp,2018,打上花火,"['Daoko', 'Kenshi Yonezu']",9,Contemporary R&B
jp,2018,Shape of You,['Ed Sheeran'],10,Dance-Pop
jp,2019,Pretender,['Official HIGE DANdism'],1,J-Pop
jp,2019,宿命,['Official HIGE DANdism'],2,J-Pop
jp,2019,イエスタデイ,['Official HIGE DANdism'],3,J-Pop
jp,2019,マリーゴールド,['Aimyon'],4,Indie Pop
jp,2019,白日,['King Gnu'],5,J-Pop
jp,2019,まちがいさがし,['Masaki Suda'],6,J-Pop
jp,2019,傘,['King Gnu'],7,Alternative Rock
jp,2019,Turning Up,['ARASHI'],8,J-Pop
jp,2019,飛行艇,['King Gnu'],9,J-Pop
jp,2019,君はロックを聴かない,['Aimyon'],10,Japanese Rock
jp,2020,炎,['LiSA'],1,Pop Rock
jp,2020,Dynamite,['BTS'],2,Dance-Pop
jp,2020,夜に駆ける,['YOASOBI'],3,Yakousei
jp,2020,虹,['Masaki Suda'],4,J-Pop
jp,2020,香水,['Eito'],5,J-Pop
jp,2020,Make you happy,['NiziU'],6,EDM
jp,2020,ドライフラワー,['Yuuri'],7,Japanese Rock
jp,2020,感電,['Kenshi Yonezu'],8,J-Pop
jp,2020,Pretender,['Official HIGE DANdism'],9,J-Pop
jp,2020,Step and a step,['NiziU'],10,EDM
jp,2021,ドライフラワー,['Yuuri'],1,Japanese Rock
jp,2021,Butter,['BTS'],2,Dance-Pop
jp,2021,Dynamite,['BTS'],3,Dance-Pop
jp,2021,Permission to Dance,['BTS'],4,Contemporary R&B
jp,2021,夜に駆ける,['YOASOBI'],5,Yakousei
jp,2021,一途,['King Gnu'],6,Alternative Rock
jp,2021,ベテルギウス,['Yuuri'],7,Japanese Rock
jp,2021,怪物,['YOASOBI'],8,J-Pop
jp,2021,水平線,['back number'],9,Pop Rock
jp,2021,きらり,['Fujii Kaze'],10,Nu-Disco
jp,2022,Subtitle,['Official HIGE DANdism'],1,Pop Rock
jp,2022,KICK BACK,['Kenshi Yonezu'],2,Yakousei
jp,2022,新時代,['Ado'],3,Synthwave
jp,2022,Overdose,['なとり'],4,Yakousei
jp,2022,私は最強,['Ado'],5,J-Pop
jp,2022,W / X / Y,['Tani Yuuki'],6,J-Pop
jp,2022,逆光,['Ado'],7,J-Pop
jp,2022,シンデレラボーイ,['Saucy Dog'],8,J-Pop
jp,2022,ベテルギウス,['Yuuri'],9,Japanese Rock
jp,2022,ミックスナッツ,['Official HIGE DANdism'],10,Art Rock
mx,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",1,Hybrid Trap
mx,2018,MIA (feat. Drake),"['Bad Bunny', 'Drake']",2,Reggaeton
mx,2018,Calma - Remix,"['Pedro Capó', 'Farruko']",3,Latin Pop
mx,2018,Te Boté - Remix,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']",4,Pop Rap
mx,2018,Adan y Eva,['Paulo Londra'],5,Reggaeton
mx,2018,Amigos Con Derechos,"['Reik', 'Maluma']",6,Latin Pop
mx,2018,Vaina Loca,"['Ozuna', 'Manuel Turizo']",7,Reggaeton
mx,2018,X,"['Nicky Jam', 'J Balvin']",8,Reggaeton
mx,2018,BEBE,"['6ix9ine', 'Anuel AA']",9,Reggaeton
mx,2018,Déjala Que Vuelva (feat. Manuel Turizo),"['Piso 21', 'Manuel Turizo']",10,Reggaeton
mx,2019,Tusa,"['KAROL G', 'Nicki Minaj']",1,Reggaeton
mx,2019,Vete,['Bad Bunny'],2,Reggaeton
mx,2019,China,"['Anuel AA', 'Daddy Yankee', 'KAROL G', 'J Balvin', 'Ozuna']",3,Reggaeton
mx,2019,LA CANCIÓN,"['J Balvin', 'Bad Bunny']",4,Reggaeton
mx,2019,Callaita,"['Bad Bunny', 'Tainy']",5,Reggaeton
mx,2019,RITMO (Bad Boys For Life),"['Black Eyed Peas', 'J Balvin']",6,Reggaeton
mx,2019,Otro Trago,"['Sech', 'Darell']",7,Reggaeton
mx,2019,Tutu,"['Camilo', 'Pedro Capó']",8,Reggaeton
mx,2019,11:00 PM,['Maluma'],9,Reggaeton
mx,2019,Soltera (Remix),"['Lunay', 'Daddy Yankee', 'Bad Bunny']",10,Reggaeton
mx,2020,DÁKITI,"['Bad Bunny', 'Jhayco']",1,Dancehall
mx,2020,Hawái,['Maluma'],2,Reggaeton
mx,2020,BICHOTA,['KAROL G'],3,Reggaeton
mx,2020,LA NOCHE DE ANOCHE,"['Bad Bunny', 'ROSALÍA']",4,Reggaeton
mx,2020,Relación - Remix,"['Sech', 'Daddy Yankee', 'J Balvin', 'ROSALÍA', 'Farruko']",5,Reggaeton
mx,2020,Se Te Nota (with Guaynaa),"['Lele Pons', 'Guaynaa']",6,Latin Pop
mx,2020,Dime Cómo Quieres,"['Christian Nodal', 'Ángela Aguilar']",7,Regional Mexican
mx,2020,TE MUDASTE,['Bad Bunny'],8,Reggaeton
mx,2020,Tusa,"['KAROL G', 'Nicki Minaj']",9,Reggaeton
mx,2020,La Jeepeta - Remix,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']",10,Reggaeton
mx,2021,Todo De Ti,['Rauw Alejandro'],1,Dance-Pop
mx,2021,Yonaguni,['Bad Bunny'],2,Pop Rap
mx,2021,Botella Tras Botella,"['Gera MX', 'Christian Nodal']",3,Folk Pop
mx,2021,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"['Tainy', 'Bad Bunny', 'Julieta Venegas']",4,Reggaeton
mx,2021,Pepas,['Farruko'],5,EDM
mx,2021,DÁKITI,"['Bad Bunny', 'Jhay Cortez']",6,Dancehall
mx,2021,Volví,"['Aventura', 'Bad Bunny']",7,Reggaeton
mx,2021,Qué Más Pues?,"['J Balvin', 'Maria Becerra']",8,Reggaeton
mx,2021,AM Remix,"['Nio Garcia', 'J Balvin', 'Bad Bunny']",9,Reggaeton
mx,2021,Ya Supérame (En Vivo),['Grupo Firme'],10,Regional Mexican
mx,2022,"Quevedo: Bzrp Music Sessions, Vol. 52","['Bizarrap', 'Quevedo']",1,Trap
mx,2022,Me Porto Bonito,"['Bad Bunny', 'Chencho Corleone']",2,Reggaeton
mx,2022,Tití Me Preguntó,['Bad Bunny'],3,Dembow
mx,2022,Ojitos Lindos,"['Bad Bunny', 'Bomba Estéreo']",4,Latin Pop
mx,2022,Efecto,['Bad Bunny'],5,Reggaeton
mx,2022,No Se Va - En Vivo,['Grupo Frontera'],6,Regional Mexican
mx,2022,Moscow Mule,['Bad Bunny'],7,Reggaeton
mx,2022,Gatita,['Bellakath'],8,Reggaeton
mx,2022,Siempre Pendientes,"['Peso Pluma', 'Luis R Conriquez']",9,Regional Mexican
mx,2022,Monotonía,"['Shakira', 'Ozuna']",10,Latin Pop
my,2018,"thank u, next",['Ariana Grande'],1,Contemporary R&B
my,2018,SOLO,['JENNIE'],2,K-Pop
my,2018,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",3,Synthpop
my,2018,Kiss and Make Up,"['Dua Lipa', 'BLACKPINK']",4,Dance-Pop
my,2018,Without Me,['Halsey'],5,Contemporary R&B
my,2018,Beautiful (feat. Camila Cabello),"['Bazzi', 'Camila Cabello']",6,Alternative R&B
my,2018,Girls Like You (feat. Cardi B) - Cardi B Version,"['Maroon 5', 'Cardi B']",7,Contemporary R&B
my,2018,Better,['Khalid'],8,Alternative R&B
my,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",9,Hybrid Trap
my,2018,Happier,"['Marshmello', 'Bastille']",10,Electropop
my,2019,Memories,['Maroon 5'],1,Contemporary R&B
my,2019,Señorita,"['Shawn Mendes', 'Camila Cabello']",2,Contemporary R&B
my,2019,ME! (feat. Brendon Urie of Panic! At The Disco),"['Taylor Swift', 'Brendon Urie']",3,Pop
my,2019,Circles,['Post Malone'],4,Indie Pop
my,2019,It's You,['Ali Gatie'],5,Contemporary R&B
my,2019,ROXANNE,['Arizona Zervas'],6,Pop Rap
my,2019,I.F.L.Y.,['Bazzi'],7,Contemporary R&B
my,2019,Lose You To Love Me,['Selena Gomez'],8,Adult Contemporary
my,2019,everything i wanted,['Billie Eilish'],9,Ambient Pop
my,2019,Boy With Luv (feat. Halsey),"['BTS', 'Halsey']",10,Dance-Pop
my,2020,Life Goes On,['BTS'],1,Contemporary R&B
my,2020,Dynamite,['BTS'],2,Dance-Pop
my,2020,Lovesick Girls,['BLACKPINK'],3,Electropop
my,2020,How You Like That,['BLACKPINK'],4,Trap
my,2020,positions,['Ariana Grande'],5,Contemporary R&B
my,2020,Ice Cream (with Selena Gomez),"['BLACKPINK', 'Selena Gomez']",6,K-Pop
my,2020,Lonely (with benny blanco),"['Justin Bieber', 'benny blanco']",7,Pop Ballad
my,2020,Stuck with U (with Justin Bieber),"['Ariana Grande', 'Justin Bieber']",8,Pop Soul
my,2020,Heather,['Conan Gray'],9,Folk Pop
my,2020,34+35,['Ariana Grande'],10,Contemporary R&B
my,2021,Easy On Me,['Adele'],1,Adult Contemporary
my,2021,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",2,Synthpop
my,2021,MONEY,['LISA'],3,Hip Hop
my,2021,ONLY,['LeeHi'],4,R&B Soul
my,2021,Reckless,['Madison Beer'],5,Pop Soul
my,2021,Here's Your Perfect,['Jamie Miller'],6,Pop
my,2021,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),['Taylor Swift'],7,Country
my,2021,LALISA,['LISA'],8,Hip Hop
my,2021,My Universe,"['Coldplay', 'BTS']",9,Dance-Pop
my,2021,happier,['Olivia Rodrigo'],10,Folk Pop
my,2022,Kill Bill,['SZA'],1,Alternative Pop
my,2022,Glimpse of Us,['Joji'],2,Adult Contemporary
my,2022,Anti-Hero,['Taylor Swift'],3,Synthpop
my,2022,Pink Venom,['BLACKPINK'],4,Pop Rap
my,2022,Shut Down,['BLACKPINK'],5,Hip Hop
my,2022,Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']",6,Alternative R&B
my,2022,golden hour,['JVKE'],7,Pop
my,2022,Rumah Singgah,['Fabio Asher'],8,Indo-Pop
my,2022,Tak Ingin Usai,['Keisya Levronka'],9,Adult Contemporary
my,2022,As It Was,['Harry Styles'],10,Indie Pop
no,2018,Juletragedien,"['Erik Follestad', 'Linni Meister']",1,Christmas
no,2018,Sweet but Psycho,['Ava Max'],2,Dance-Pop
no,2018,Diamond Heart,"['Alan Walker', 'Sophia Somajo']",3,House
no,2018,"Nå er det jul (feat. Murdrocks, Herman Dahl, Isabelle Eriksen, Agnetesh & Stina Talling)","['The sPlayers', 'Murdrocks', 'Herman Dahl', 'Isabelle Eriksen', 'Agnetesh', 'Stina Talling']",4,Holiday
no,2018,Ignite (feat. SEUNGRI),"['K-391', 'Alan Walker', 'Julie Bergan', 'SEUNGRI']",5,Electropop
no,2018,"thank u, next",['Ariana Grande'],6,Contemporary R&B
no,2018,Sommerkroppen,['Mads Hansen'],7,Pop
no,2018,Emotion,['Astrid S'],8,Synthpop
no,2018,Håper Nissen Har Råd,['TIX'],9,Pop Rap
no,2018,Shallow,"['Lady Gaga', 'Bradley Cooper']",10,Contemporary Country
no,2019,Dance Monkey,['Tones And I'],1,Dance-Pop
no,2019,Señorita,"['Shawn Mendes', 'Camila Cabello']",2,Contemporary R&B
no,2019,everything i wanted,['Billie Eilish'],3,Ambient Pop
no,2019,Blinding Lights,['The Weeknd'],4,Synthpop
no,2019,Play,"['K-391', 'Alan Walker', 'Tungevaag', 'Mangoo']",5,House
no,2019,ROXANNE,['Arizona Zervas'],6,Pop Rap
no,2019,HIGHEST IN THE ROOM,['Travis Scott'],7,Pop Rap
no,2019,Circles,['Post Malone'],8,Indie Pop
no,2019,Memories,['Maroon 5'],9,Contemporary R&B
no,2019,Shallow,"['Lady Gaga', 'Bradley Cooper']",10,Contemporary Country
no,2020,Mood (feat. iann dior),"['24kGoldn', 'iann dior']",1,Pop Rap
no,2020,Svag,['Victor Leksell'],2,Electropop
no,2020,Blinding Lights,['The Weeknd'],3,Synthpop
no,2020,Lonely (with benny blanco),"['Justin Bieber', 'benny blanco']",4,Pop Ballad
no,2020,"Lemonade (feat. Gunna, Don Toliver & NAV)","['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",5,Trap
no,2020,Savage Love (Laxed - Siren Beat),"['Jawsh 685', 'Jason Derulo']",6,Dancehall
no,2020,All I Want for Christmas Is You,['Mariah Carey'],7,Christmas
no,2020,ROCKSTAR (feat. Roddy Ricch),"['DaBaby', 'Roddy Ricch']",8,Trap
no,2020,Last Christmas,['Wham!'],9,Christmas
no,2020,SO DONE,['The Kid LAROI'],10,Pop Rap
no,2021,Når Julefreden Senker Seg,"['Truls Svendsen', 'Charlotte Smith', 'Norges Nye Megahit']",1,Norwegian Pop
no,2021,Easy On Me,['Adele'],2,Adult Contemporary
no,2021,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",3,Synthpop
no,2021,Når Snøen Smelter - fra Tre nøtter til Askepott,['Astrid S'],4,Holiday
no,2021,Ludvig Daae,"['Helene Olafsen', 'Norges Nye Megahit']",5,Norwegian Pop
no,2021,Bad Habits,['Ed Sheeran'],6,Dance-Pop
no,2021,GHOST TOWN,['Benson Boone'],7,Adult Contemporary
no,2021,All I Want for Christmas Is You,['Mariah Carey'],8,Christmas
no,2021,It's Beginning to Look a Lot like Christmas,['Michael Bublé'],9,Christmas
no,2021,Den fineste Chevy'n (feat. Maria Mena),"['Halva Priset', 'Maria Mena']",10,Norwegian Pop
no,2022,Dans På Bordet,"['Ballinciaga', 'David Mokel']",1,Norwegian Pop
no,2022,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",2,House
no,2022,Frida Kahlo,['Marstein'],3,Hip Hop
no,2022,SØR-AFRIKA,"['Beathoven', 'Capow x 2G']",4,Trap
no,2022,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']",5,Trap
no,2022,Beklager (Guttaklubben),"['Ballinciaga', 'Kris Winther']",6,Norwegian Pop
no,2022,Nerve,['Victoria Nadine'],7,Pop
no,2022,As It Was,['Harry Styles'],8,Indie Pop
no,2022,Danser videre i livet,"['Hkeem', 'Makosir']",9,Norwegian Pop
