track_id,name,new_artist,row_index
3mNmUjoDHYDYj08IaRPtg0,Posto 24h (feat. Wesley Safadão) - Ao Vivo,Lucas Lucco,701
0Xn30nT5EKFPsWvpiJ2Iav,オールドファッション,back number,702
2q3bLYpJbJtOBTnJY1YR2C,ใจสลาย,Whal & Dolph,703
7gwT3HGL84vF7bgtwL1N88,Ojos Marrones,Lasso,704
2gzApyJhCWVdTRxL9HB1EO,アイノカタチ,MISIA,705
7KXVIAuw3m2hxZanrpSXS3,Tomorrow 2 (with Cardi B),GloRilla,706
5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,707
3hrxTCRmw5mjaTMQhlryIc,しわあわせ,Vaundy,708
2twcZTB1udOEzDCPpTiOju,Mais je t'aime,Grand Corps Malade,709
4IouQaO9GkaHC7AtMErdSa,打上花火,Daoko,710
4HgsPAX3MmMgIT60hJ4W4U,秒針を噛む,ZUTOMAYO,711
0gQeAKfYzJcJsp7Ydjajcr,FAKT,V:RGO,712
58nDLotEOqoDorTkvz4tJf,勇悍・17,Juno Mak,713
5hJJOWPZtBq15zVfWWM8lZ,Acabou Acabou (Quando Eu Digo Que Acabou) - Live,Gabriel Diniz,714
42grBspOHbj3eWZTXV8TK2,NAPIYON LAN,Murda,715
3nG8AgNEqt9icT5unQBl1a,Peroni & Perignon,UNDERGRUNN,716
1YNQscOx6OqBQjxgJVhEeW,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,717
4jGzR5Vri06Y5T9SxM7m5P,Algo Mais (Amante) - Ao Vivo,Xand Avião,718
1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,Clinton Kane,719
1zu2GKHPJIsUu80SUJX4H4,Devil Doesn’t Bargain,Alec Benjamin,720
5Ejw3lC6Srj8VK4fHgTZAi,SOLO POR VOS,Trueno,721
6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),Drake,722
3Ya6AUGGni7HPC5P9gh2bj,Пак ще се броиш,Emilia,723
77sMIMlNaSURUAXq5coCxE,Fearless (Taylor’s Version),Taylor Swift,724
5NHUdpYUEHL8fDLmR1qFd8,ไม่อยากฟัง,SERIOUS BACON,725
4d1CG5ei1E2vGbvmgf5KKv,This Love (Taylor’s Version),Taylor Swift,726
1xO7tp4J5Wj0NeKrzIpd1V,La Sinvergüenza,Christian Nodal,727
5CR8jioIWEB0yaS4Ap2mz5,Kem Kan Eg Ringe (feat. Store P & Lars Vaular),Kygo,728
4G9h7uIEPHUGsXrLy4Yfuv,"Мале, мале",MurdaBoyz,729
2342lPAZ9zddhgAQEiLx4V,ANACONDA *o* ~~~,Luísa Sonza,730
3jKhYB78kmpIxMHQXrDUaj,虹の向こうへ,NiziU,731
3zrebnrolRrRWRx9yx7tZs,ทางผ่าน,PURE,732
54OqGd3dmug64db0ZtOtF4,Romance Desapegado,Japinha Conde,733
78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,734
1G60NjxeOS7veR1EXuKPaW,Fake News - Ao Vivo,Gustavo Mioto,735
0OdiOUBYdTUuw4aMGr1oqP,Sykepleierinnen (Sykehuset 2020),El Papi,736
7e285rnQ9CFxZaMmEtMuwG,ไดโนเสาร์ไข่ดาวปาจังกี้,THEMOONWILLALWAYSBEWITHME,737
299lFlaAsNQdgbIZNPmIA0,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,738
0ygrzSnhdIAcxXLb5pPeNU,エメラルド,back number,739
5Nsnr6aTiNzECvns3OFcFx,Gje Meg Handa Di Venn,Kurt Nilsen,740
5HoTeTzdfAataCZ0piQyAv,ใจเย็น,Image Suthita,741
6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),Lizzo,742
6f4wghlwYWGLqGEIKc6HDQ,You Calling My Name,GOT7,743
6OJ10ZEgo5ZyBHZE72eD7x,เป็นอดีต,MEAN,744
4dV0T2JbvRemNAdt2oaOhG,你還不知道?,Gentle Bones,745
4t53NE3uBLkTwW9rUgiHC8,呼吸有害,Karen Mok,746
0NaXXkY7Lss2VF3sYISJXG,留下來的人,C AllStar,747
7iXHLtPosbHvglVSJ4rxLq,愛唄,GReeeeN,748
2Yz14TQlxNXHmnkml4TyDL,Neném - Ao Vivo,Gabi Martins,749
1xndOD8CreR5ctkOv5G1LN,Scooby Doo Pa Pa,Dj Kass,750
