track_id,name,new_artist,row_index
5JuM3RrFBnSDFUtivSNCbI,Момиче от лед,SIMONA,1001
126x7SdXVva2Dqh2is2CEe,Carrinho Na Areia - Ao Vivo,Gusttavo Lima,1002
3NnW2EqJxvHYrRy3upaznl,Resenha lá em casa,MC Kevin o Chris,1003
0sPtV4stCHkFJB6GpoaZ1f,CAFÉ DA MANHÃ ;P,Luísa Sonza,1004
3Ee1I1t0NxN7qQnnYwyfUk,跌嘢唔好搵 (Rock Version) [feat. MC SH],MC $oho & KidNey,1005
5Z75p2CZda3ofl2umIJBmc,1973的軌跡,Byejack,1006
0ky07Oq85l9zx7e427XGgC,first death,TK from Ling tosite sigure,1007
2FUQf1m8n5ybP2wRQhLXas,Actionfrank,Frank Løke,1008
1ue2yCGLgvUKnfqQaXN0cb,ไม่ให้เธอหายไป,Earth Patravee,1009
03Yp2uEOtPGHQ6E9XSjmyv,สลักจิต,Pop Pongkool,1010
3rFF7kSm5qBOOPs6ljFgPp,The Cut Off (feat. kiLL edward),J. Cole,1011
5lLNBIyjp72btcnrjBG751,t h e . c l i m b . b a c k,J. Cole,1012
6C6mUonH6MNdSg5pw7kOc9,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,1013
69n1Bh7n79MXbA9XqH4MfM,Perreo Bendito,Duki,1014
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,1015
2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Eminem,1016
5CpsIb7SMFHjmAG8RvIWfq,Leaving Heaven (feat. Skylar Grey),Eminem,1017
5ac0YTpOaDX9wEYYyGCglL,Ar-Condicionado No 15 - Ao Vivo,Wesley Safadão,1018
6nkoWsFZeFt5dUdNmlIceh,Bloqueado - Ao Vivo,Gusttavo Lima,1019
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),Polo G,1020
7kjANxR8XN4hCzLaSc2roy,go - goddard. Remix,Cat Burns,1021
1iWHabUgUuuKLBa0TzTHfk,"\"A Whole New World (End Title) - From \"\"Aladdin\"\"\"",ZAYN,1022
4c9hHw1PUYXHfKFASXo8H0,某種老朋友,Terence Lam,1023
4nbWX2HzrOEnX4xxvYRCyU,Cabrón y Vago - En Vivo,El Fantasma,1024
7537JfhvVpEqkrY2CIY7zu,好きだ,YOASOBI,1025
5aqyWj7t8VP1OXfazIdVPV,Pulang - Piano Version,Insomniacks,1026
70KdADbxWK0MAVXj0YvWDi,Bonanza (feat. Greekazo),Roc Boyz,1027
1fl1aY5bCIv0cin4a2YadF,Høl i potta,Hagle,1028
03Pc18Z9L1n2LcyBb6SKZ1,ฟีโรโมน,BlackHeart,1029
5rS3b5yHagEQGI7HqDusZ5,toz duman,Sefo,1030
7HLHYxRkEAWr90BGYxk15F,Quavo #Mododiablo,Duki,1031
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,1032
4AhSkRYioEIfGvCV19peYN,Suncity (feat. Empress Of),Khalid,1033
3oFKhY9iW9S0iA9OHO9tN6,Van Mij Zijn,KATNUF,1034
46w6RqZXx96cORKIbExvSu,Токсичен,Desi Slava,1035
4gDvg62vG96w0qJaF6wzcd,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,1036
2SUPbyD77tJuOUbqbxct6l,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Os Barões Da Pisadinha,1037
1sPLURKAosM3Jampgp9AWq,Sandra’s Rose,Drake,1038
1vpxFxx27sDpx9oaeBPzyF,兩個你,G.E.M.,1039
2P0k3IObUJAoOZTCCnJ9I7,クリスマスがやってくる,Sukima Switch,1040
6Ea33AvEANARkK2QduzhRm,飛行艇,King Gnu,1041
3QIAwtEEDOrv0g5NKCGrXZ,花束,back number,1042
32yL6EJXrQ3IPbQf4zpl1a,SALAHKU,Yonnyboii,1043
2922dygRXuK1EuWRv7YLby,BigPapaGoat_v4_4130422.wav,Karpe,1044
6sWd8ZAH5bWWyjwb7ZV2Zb,LALALAY 날라리,SUNMI,1045
4GGNl8jiANylTJj4hfzqP7,ช่วยไม่ได้,URBOYTJ,1046
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),G-Eazy,1047
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,1048
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),Post Malone,1049
0IuVhCflrQPMGRrOyoY5RW,she's all i wanna be,Tate McRae,1050
